Year,Category,Class of active substances,Category of use,Critical active substance,Prescription type,Species,Amount of active ingredient (kg)
2024,All animals,Aminoglycosides,Fattening calves and cattle,No,All prescription types,All species,23.8174
2024,All animals,Tetracyclines,Sheep nAS,No,Dispensing on stock,All species,14.9063
2024,All animals,Tetracyclines,Sheep nAS,No,All prescription types,All species,14.9063
2024,All animals,Aminoglycosides,Fattening calves and cattle,No,Single treatments farm animals,All species,23.8174
2024,All animals,Amphenicols,Fattening calves and cattle,No,All prescription types,All species,78.2407
2024,All animals,All active substance classes,Sheep nAS,Yes,Dispensing on stock,All species,0.0415
2024,All animals,Amphenicols,Fattening calves and cattle,No,Single treatments farm animals,All species,77.4307
2024,All animals,Amphenicols,Fattening calves and cattle,No,Oral group treatments,All species,0.81
2024,All animals,All active substance classes,Sheep nAS,Yes,All prescription types,All species,0.0415
2024,All animals,Others¹,Fattening calves and cattle,No,All prescription types,All species,10.6273
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep nAS,Yes,Dispensing on stock,All species,0.0178
2024,All animals,Others¹,Fattening calves and cattle,No,Single treatments farm animals,All species,4.7373
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep nAS,Yes,All prescription types,All species,0.0178
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Sheep nAS,Yes,Dispensing on stock,All species,0.0137
2024,All animals,Others¹,Fattening calves and cattle,No,Oral group treatments,All species,5.89
2024,All animals,Cephalosporins 1st/2nd generation,Fattening calves and cattle,No,All prescription types,All species,0.1822
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Sheep nAS,Yes,All prescription types,All species,0.0137
2024,All animals,Macrolidesᵏʳⁱᵗ,Sheep nAS,Yes,Dispensing on stock,All species,0.01
2024,All animals,Macrolidesᵏʳⁱᵗ,Sheep nAS,Yes,All prescription types,All species,0.01
2024,All animals,Cephalosporins 1st/2nd generation,Fattening calves and cattle,No,Single treatments farm animals,All species,0.1822
2024,All animals,Penicillins,Fattening calves and cattle,No,All prescription types,All species,2217.4196
2024,All animals,All active substance classes,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,78.0394
2024,All animals,Penicillins,Fattening calves and cattle,No,Single treatments farm animals,All species,134.5858
2024,All animals,Penicillins,Fattening calves and cattle,No,Oral group treatments,All species,2082.8338
2024,All animals,All active substance classes,Sheep nAS,All types of active ingredients,All prescription types,All species,78.0394
2024,All animals,Polymyxins,Fattening calves and cattle,No,All prescription types,All species,0.0382
2024,All animals,Aminoglycosides,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,12.7346
2024,All animals,Polymyxins,Fattening calves and cattle,No,Single treatments farm animals,All species,0.0382
2024,All animals,Aminoglycosides,Sheep nAS,All types of active ingredients,All prescription types,All species,12.7346
2024,All animals,Amphenicols,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,0.4772
2024,All animals,Sulfonamides,Fattening calves and cattle,No,All prescription types,All species,1017.7505
2024,All animals,Amphenicols,Sheep nAS,All types of active ingredients,All prescription types,All species,0.4772
2024,All animals,Sulfonamides,Fattening calves and cattle,No,Single treatments farm animals,All species,71.0462
2024,All animals,Others¹,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,2.5793
2024,All animals,Sulfonamides,Fattening calves and cattle,No,Oral group treatments,All species,946.7044
2024,All animals,Others¹,Sheep nAS,All types of active ingredients,All prescription types,All species,2.5793
2024,All animals,Tetracyclines,Fattening calves and cattle,No,All prescription types,All species,2391.2482
2024,All animals,Cephalosporins 1st/2nd generation,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,0.065
2024,All animals,Tetracyclines,Fattening calves and cattle,No,Single treatments farm animals,All species,60.1985
2024,All animals,Cephalosporins 1st/2nd generation,Sheep nAS,All types of active ingredients,All prescription types,All species,0.065
2024,All animals,Tetracyclines,Fattening calves and cattle,No,Oral group treatments,All species,2331.0497
2024,All animals,All active substance classes,Fattening calves and cattle,Yes,All prescription types,All species,349.3936
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,0.0178
2024,All animals,All active substance classes,Fattening calves and cattle,Yes,Single treatments farm animals,All species,32.5193
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,All prescription types,All species,0.0178
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,0.0137
2024,All animals,All active substance classes,Fattening calves and cattle,Yes,Oral group treatments,All species,316.8743
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,All prescription types,All species,0.0137
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Fattening calves and cattle,Yes,All prescription types,All species,0.4132
2024,All animals,Macrolidesᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,0.01
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Fattening calves and cattle,Yes,Single treatments farm animals,All species,0.4132
2024,All animals,Macrolidesᵏʳⁱᵗ,Sheep nAS,All types of active ingredients,All prescription types,All species,0.01
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Fattening calves and cattle,Yes,All prescription types,All species,14.4587
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Fattening calves and cattle,Yes,Single treatments farm animals,All species,14.4587
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,Yes,All prescription types,All species,334.5217
2024,All animals,Penicillins,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,29.65
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,Yes,Single treatments farm animals,All species,17.6474
2024,All animals,Penicillins,Sheep nAS,All types of active ingredients,All prescription types,All species,29.65
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,Yes,Oral group treatments,All species,316.8743
2024,All animals,Sulfonamides,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,17.5856
2024,All animals,All active substance classes,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,6088.7177
2024,All animals,Sulfonamides,Sheep nAS,All types of active ingredients,All prescription types,All species,17.5856
2024,All animals,All active substance classes,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,404.5555
2024,All animals,Tetracyclines,Sheep nAS,All types of active ingredients,Dispensing on stock,All species,14.9063
2024,All animals,All active substance classes,Fattening calves and cattle,All types of active ingredients,Oral group treatments,All species,5684.1622
2024,All animals,Aminoglycosides,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,23.8174
2024,All animals,Tetracyclines,Sheep nAS,All types of active ingredients,All prescription types,All species,14.9063
2024,All animals,Aminoglycosides,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,23.8174
2024,All animals,All active substance classes,Pigs nAS,No,Dispensing on stock,All species,749.6866
2024,All animals,Amphenicols,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,78.2407
2024,All animals,All active substance classes,Pigs nAS,No,All prescription types,All species,749.6866
2024,All animals,Aminoglycosides,Pigs nAS,No,Dispensing on stock,All species,80.5022
2024,All animals,Amphenicols,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,77.4307
2024,All animals,Aminoglycosides,Pigs nAS,No,All prescription types,All species,80.5022
2024,All animals,Amphenicols,Fattening calves and cattle,All types of active ingredients,Oral group treatments,All species,0.81
2024,All animals,Amphenicols,Pigs nAS,No,Dispensing on stock,All species,7.1803
2024,All animals,Amphenicols,Pigs nAS,No,All prescription types,All species,7.1803
2024,All animals,Others¹,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,10.6273
2024,All animals,Others¹,Pigs nAS,No,Dispensing on stock,All species,28.7727
2024,All animals,Others¹,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,4.7373
2024,All animals,Others¹,Pigs nAS,No,All prescription types,All species,28.7727
2024,All animals,Cephalosporins 1st/2nd generation,Pigs nAS,No,Dispensing on stock,All species,0.0326
2024,All animals,Others¹,Fattening calves and cattle,All types of active ingredients,Oral group treatments,All species,5.89
2024,All animals,Cephalosporins 1st/2nd generation,Pigs nAS,No,All prescription types,All species,0.0326
2024,All animals,Cephalosporins 1st/2nd generation,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,0.1822
2024,All animals,Penicillins,Pigs nAS,No,Dispensing on stock,All species,437.1796
2024,All animals,Cephalosporins 1st/2nd generation,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,0.1822
2024,All animals,Penicillins,Pigs nAS,No,All prescription types,All species,437.1796
2024,All animals,Polymyxins,Pigs nAS,No,Dispensing on stock,All species,3.9643
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,0.4132
2024,All animals,Polymyxins,Pigs nAS,No,All prescription types,All species,3.9643
2024,All animals,Sulfonamides,Pigs nAS,No,Dispensing on stock,All species,138.8578
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,0.4132
2024,All animals,Sulfonamides,Pigs nAS,No,All prescription types,All species,138.8578
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,14.4587
2024,All animals,Tetracyclines,Pigs nAS,No,Dispensing on stock,All species,53.197
2024,All animals,Tetracyclines,Pigs nAS,No,All prescription types,All species,53.197
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,14.4587
2024,All animals,All active substance classes,Pigs nAS,Yes,Dispensing on stock,All species,0.6991
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,334.5217
2024,All animals,All active substance classes,Pigs nAS,Yes,All prescription types,All species,0.6991
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,Single treatments farm animals,All species,17.6474
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nAS,Yes,Dispensing on stock,All species,0.0133
2024,All animals,Macrolidesᵏʳⁱᵗ,Fattening calves and cattle,All types of active ingredients,Oral group treatments,All species,316.8743
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nAS,Yes,All prescription types,All species,0.0133
2024,All animals,Penicillins,Fattening calves and cattle,All types of active ingredients,All prescription types,All species,2217.4196
